ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2013,1.12
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2013,1.17
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2013,1.11
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2014,0.69
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2014,0.83
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2014,0.66
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2014,0.73
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2014,0.94
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2014,0.69
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2014,0.63
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2014,0.65
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2014,0.63
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2015,0.9
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2015,1
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2015,0.88
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2015,0.94
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2015,1.13
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2015,0.9
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2015,0.85
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2015,0.82
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2015,0.85
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2016,1.58
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2016,1.57
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2016,1.58
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2016,1.61
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2016,1.67
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2016,1.6
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2016,1.53
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2016,1.42
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2016,1.55
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2017,2.05
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2017,2.03
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2017,2.05
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2017,2.06
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2017,2.12
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2017,2.04
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2017,2.04
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2017,1.89
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2017,2.07
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2018,1.92
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2018,1.92
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2018,1.93
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2018,1.92
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2018,2.02
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2018,1.9
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2018,1.93
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2018,1.78
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2018,1.95
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2019,1.79
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2019,1.83
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2019,1.79
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2019,1.79
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2019,1.92
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2019,1.77
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2019,1.79
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2019,1.69
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2019,1.81
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2020,1.66
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2020,1.72
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2020,1.65
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2020,1.66
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2020,1.82
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2020,1.64
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2020,1.65
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2020,1.58
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2020,1.67
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2021,1.55
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2021,1.62
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2021,1.54
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2021,1.55
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2021,1.71
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2021,1.53
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2021,1.54
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2021,1.49
Brazil,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRA - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2021,1.55
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2010,0.08
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2010,0.07
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2010,0.09
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2010,0.06
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2010,0.04
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2010,0.06
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2010,0.11
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2010,0.11
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2010,0.11
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2011,0.08
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2011,0.08
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2011,0.08
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2011,0.06
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2011,0.06
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2011,0.07
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2011,0.1
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2011,0.1
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2011,0.11
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2012,0.08
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2012,0.06
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2012,0.08
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2012,0.06
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2012,0.04
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2012,0.06
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2012,0.1
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2012,0.08
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2012,0.1
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2013,0.08
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2013,0.06
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2013,0.08
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2013,0.06
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2013,0.04
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2013,0.06
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2013,0.1
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2013,0.07
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2013,0.1
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2014,0.07
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2014,0.05
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2014,0.08
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2014,0.05
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2014,0.03
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2014,0.05
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2014,0.1
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2014,0.08
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2014,0.1
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2015,0.07
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2015,0.04
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2015,0.08
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2015,0.05
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2015,0.03
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2015,0.05
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2015,0.09
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2015,0.06
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2015,0.1
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2016,0.07
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2016,0.06
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2016,0.07
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2016,0.05
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2016,0.03
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2016,0.05
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2016,0.09
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2016,0.07
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 25+",2016,0.09
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15+",2017,0.07
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2017,0.05
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 25+",2017,0.07
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15+",2017,0.05
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2017,0.03
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 25+",2017,0.05
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15+",2017,0.08
Barbados,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),BRB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2017,0.07
