ref_area.label,indicator.label,source.label,sex.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Bulgaria,Share of temporary employees by sex (%),BGR - LFS - EU Labour Force Survey,Sex: Total,2018,4.1,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Bulgaria,Share of temporary employees by sex (%),BGR - LFS - EU Labour Force Survey,Sex: Male,2018,4.4,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Bulgaria,Share of temporary employees by sex (%),BGR - LFS - EU Labour Force Survey,Sex: Female,2018,3.78,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Bulgaria,Share of temporary employees by sex (%),BGR - LFS - EU Labour Force Survey,Sex: Total,2019,4.37,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Bulgaria,Share of temporary employees by sex (%),BGR - LFS - EU Labour Force Survey,Sex: Male,2019,4.67,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Bulgaria,Share of temporary employees by sex (%),BGR - LFS - EU Labour Force Survey,Sex: Female,2019,4.03,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Total,2010,13.55,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Male,2010,14.74,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Female,2010,11.47,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Total,2011,13.18,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Male,2011,14.36,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Female,2011,11.18,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Total,2012,13.46,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Male,2012,15.59,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Female,2012,9.78,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Total,2013,14.46,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Male,2013,15.54,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Female,2013,12.7,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Total,2014,14.86,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Male,2014,15.93,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Female,2014,13.06,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Total,2015,16.06,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Male,2015,16.27,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Female,2015,15.71,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Total,2016,16.81,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Male,2016,17.85,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Female,2016,15.02,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Total,2017,18.36,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Male,2017,19.67,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Female,2017,16.19,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Total,2018,17.49,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Male,2018,18.58,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Female,2018,15.66,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Total,2019,16.11,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Male,2019,16.54,,,Repository: ILO-STATISTICS - Micro data processing
Bosnia and Herzegovina,Share of temporary employees by sex (%),BIH - LFS - Labour Force Survey,Sex: Female,2019,15.4,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Share of temporary employees by sex (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Total,2016,74.01,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Share of temporary employees by sex (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Male,2016,75.36,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Share of temporary employees by sex (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Female,2016,72.15,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Share of temporary employees by sex (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Total,2017,72.03,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Share of temporary employees by sex (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Male,2017,74.05,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Share of temporary employees by sex (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Female,2017,69.06,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Share of temporary employees by sex (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Total,2018,69.16,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Share of temporary employees by sex (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Male,2018,70.46,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,Share of temporary employees by sex (%),BOL - LFS - Encuesta Continua de Empleo,Sex: Female,2018,67.29,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,Share of temporary employees by sex (%),BRN - LFS - Labour force survey,Sex: Total,2014,34.66,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Brunei Darussalam,Share of temporary employees by sex (%),BRN - LFS - Labour force survey,Sex: Male,2014,37.22,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Brunei Darussalam,Share of temporary employees by sex (%),BRN - LFS - Labour force survey,Sex: Female,2014,31.29,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Bhutan,Share of temporary employees by sex (%),BTN - LFS - Labour Force Survey Report,Sex: Total,2010,18.39,,Coverage of temporary employees: Casual employees,
Bhutan,Share of temporary employees by sex (%),BTN - LFS - Labour Force Survey Report,Sex: Total,2011,14.88,,Coverage of temporary employees: Casual employees,
Botswana,Share of temporary employees by sex (%),BWA - HS - Multi-Topic Household Survey,Sex: Total,2019,47.64,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Botswana,Share of temporary employees by sex (%),BWA - HS - Multi-Topic Household Survey,Sex: Male,2019,43.85,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Botswana,Share of temporary employees by sex (%),BWA - HS - Multi-Topic Household Survey,Sex: Female,2019,51.28,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Total,2010,13.35,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Male,2010,13.04,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Female,2010,13.65,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Total,2011,13.69,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Male,2011,13.41,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Female,2011,13.97,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Total,2012,13.64,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Male,2012,13.08,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Female,2012,14.21,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Total,2013,13.43,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Male,2013,13.08,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Female,2013,13.79,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Total,2014,13.35,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Male,2014,12.86,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Female,2014,13.84,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Total,2015,13.37,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Male,2015,12.98,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Female,2015,13.77,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Total,2016,13.26,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Male,2016,12.57,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Female,2016,13.95,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Total,2017,13.69,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Male,2017,13.13,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Female,2017,14.27,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Total,2018,13.32,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Male,2018,12.64,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Female,2018,14.01,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Total,2019,12.79,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Male,2019,12.04,,,Repository: ILO-STATISTICS - Micro data processing
Canada,Share of temporary employees by sex (%),CAN - LFS - Labour Force Survey,Sex: Female,2019,13.57,,,Repository: ILO-STATISTICS - Micro data processing
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Total,2010,13.05,Break in series,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Male,2010,13.09,Break in series,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Female,2010,13.01,Break in series,Working time arrangement coverage: Full-time and part time workers | Break in series: Methodology revised,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Total,2011,12.81,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Male,2011,12.59,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Female,2011,13.05,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Total,2012,12.77,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Male,2012,12.95,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Female,2012,12.56,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Total,2013,12.83,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Male,2013,12.75,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Female,2013,12.92,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Total,2014,12.98,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Male,2014,12.93,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Female,2014,13.05,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Total,2015,13.63,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Male,2015,13.79,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Female,2015,13.44,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Total,2016,13.2,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Male,2016,13.27,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Female,2016,13.13,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Total,2017,13.28,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Male,2017,13.37,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Female,2017,13.18,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Total,2018,13.04,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Male,2018,13.11,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Female,2018,12.95,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Total,2019,12.61,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Male,2019,12.74,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Switzerland,Share of temporary employees by sex (%),CHE - LFS - EU Labour Force Survey,Sex: Female,2019,12.45,,Working time arrangement coverage: Full-time and part time workers,Repository: Eurostat special tabulation
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2010,70.48,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2010,68.88,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2010,72.92,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2011,70.91,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2011,69.22,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2011,73.45,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2012,70.75,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2012,68.91,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2012,73.49,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2013,71.3,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2013,69.63,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2013,73.76,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2014,71.91,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2014,70.27,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2014,74.25,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2015,71.83,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2015,70.38,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2015,73.92,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2016,72.22,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2016,71.14,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2016,73.76,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2017,72.34,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2017,70.85,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2017,74.43,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2018,72.42,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2018,71.37,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2018,73.86,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Total,2019,73.01,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Male,2019,71.68,,,Repository: ILO-STATISTICS - Micro data processing
Chile,Share of temporary employees by sex (%),CHL - LFS - Encuesta Nacional de Empleo,Sex: Female,2019,74.8,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,Share of temporary employees by sex (%),CIV - LFS - Enquête nationale sur la situacion de l'emploi,Sex: Total,2012,66.7,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,Share of temporary employees by sex (%),CIV - LFS - Enquête nationale sur la situacion de l'emploi,Sex: Male,2012,66.65,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,Share of temporary employees by sex (%),CIV - LFS - Enquête nationale sur la situacion de l'emploi,Sex: Female,2012,66.85,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,Share of temporary employees by sex (%),CIV - LFS - Enquête nationale sur la situacion de l'emploi,Sex: Total,2013,13.27,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,Share of temporary employees by sex (%),CIV - LFS - Enquête nationale sur la situacion de l'emploi,Sex: Male,2013,14.03,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,Share of temporary employees by sex (%),CIV - LFS - Enquête nationale sur la situacion de l'emploi,Sex: Female,2013,11.11,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,Share of temporary employees by sex (%),CIV - LFS - Enquête nationale sur la situacion de l'emploi,Sex: Total,2016,70.95,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,Share of temporary employees by sex (%),CIV - LFS - Enquête nationale sur la situacion de l'emploi,Sex: Male,2016,69.86,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,Share of temporary employees by sex (%),CIV - LFS - Enquête nationale sur la situacion de l'emploi,Sex: Female,2016,74.92,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,Share of temporary employees by sex (%),CIV - LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Sex: Total,2017,11.62,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,Share of temporary employees by sex (%),CIV - LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Sex: Male,2017,12.22,,,Repository: ILO-STATISTICS - Micro data processing
Côte d'Ivoire,Share of temporary employees by sex (%),CIV - LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Sex: Female,2017,9.78,,,Repository: ILO-STATISTICS - Micro data processing
Cameroon,Share of temporary employees by sex (%),CMR - HS - Enquête camerounaise auprès des ménages,Sex: Total,2014,16.37,,,Repository: ILO-STATISTICS - Micro data processing
Cameroon,Share of temporary employees by sex (%),CMR - HS - Enquête camerounaise auprès des ménages,Sex: Male,2014,16.48,,,Repository: ILO-STATISTICS - Micro data processing
Cameroon,Share of temporary employees by sex (%),CMR - HS - Enquête camerounaise auprès des ménages,Sex: Female,2014,16.11,,,Repository: ILO-STATISTICS - Micro data processing
"Congo, Democratic Republic of the",Share of temporary employees by sex (%),"COD - LFS - Enquête 1-2-3 sur l'Emploi, le Secteur Informel et les Conditions de Vie des Ménages",Sex: Total,2012,9.53,,,Repository: ILO-STATISTICS - Micro data processing
"Congo, Democratic Republic of the",Share of temporary employees by sex (%),"COD - LFS - Enquête 1-2-3 sur l'Emploi, le Secteur Informel et les Conditions de Vie des Ménages",Sex: Male,2012,9.52,,,Repository: ILO-STATISTICS - Micro data processing
"Congo, Democratic Republic of the",Share of temporary employees by sex (%),"COD - LFS - Enquête 1-2-3 sur l'Emploi, le Secteur Informel et les Conditions de Vie des Ménages",Sex: Female,2012,9.54,,,Repository: ILO-STATISTICS - Micro data processing
Colombia,Share of temporary employees by sex (%),COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2010,16.73,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,Share of temporary employees by sex (%),COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Male,2010,16.49,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,Share of temporary employees by sex (%),COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Female,2010,17.06,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,Share of temporary employees by sex (%),COL - LFS - Gran Encuesta Integrada de Hogares,Sex: Total,2011,17.35,,,Repository: ILO-STATISTICS - Micro data processing
