ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,note_indicator.label,note_source.label
Germany,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DEU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2014,29,,Repository: Eurostat special tabulation
Germany,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DEU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2015,28.05,,Repository: Eurostat special tabulation
Germany,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DEU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2015,29.29,,Repository: Eurostat special tabulation
Germany,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DEU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2016,28.09,,Repository: Eurostat special tabulation
Germany,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DEU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2016,29.29,,Repository: Eurostat special tabulation
Germany,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DEU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2017,28.21,,Repository: Eurostat special tabulation
Germany,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DEU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2017,29.21,,Repository: Eurostat special tabulation
Germany,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DEU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2018,28.58,,Repository: Eurostat special tabulation
Germany,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DEU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2018,29.39,,Repository: Eurostat special tabulation
Germany,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DEU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2019,28.59,,Repository: Eurostat special tabulation
Germany,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DEU - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2019,29.39,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DNK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2010,19.14,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DNK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2010,21.91,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DNK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2011,28.5,Break in series: Methodology revised,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DNK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2011,27.82,Break in series: Methodology revised,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DNK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2012,28.36,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DNK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2013,26.73,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DNK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2014,26.01,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DNK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2015,26.31,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DNK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2016,28.01,Break in series: Methodology revised,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DNK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2016,27.49,Break in series: Methodology revised,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DNK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2017,27,Break in series: Methodology revised,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DNK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2017,26.26,Break in series: Methodology revised,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DNK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2018,26.33,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DNK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2018,26.08,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DNK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2019,26.63,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DNK - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2019,26.76,,Repository: Eurostat special tabulation
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Occupation (Managerial positions): Senior and middle management,2015,48.92,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Occupation (Managerial positions): Total management,2015,37.2,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Occupation (Managerial positions): Senior and middle management,2016,47.44,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Occupation (Managerial positions): Total management,2016,36.64,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Occupation (Managerial positions): Senior and middle management,2017,50.49,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Occupation (Managerial positions): Total management,2017,41.06,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Occupation (Managerial positions): Senior and middle management,2018,44.79,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Occupation (Managerial positions): Total management,2018,40.73,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Occupation (Managerial positions): Senior and middle management,2019,50.19,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional Continua de Fuerza de Trabajo,Occupation (Managerial positions): Total management,2019,40.41,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (Managerial positions): Senior and middle management,2010,46.2,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (Managerial positions): Total management,2010,34.2,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (Managerial positions): Senior and middle management,2011,51.83,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (Managerial positions): Total management,2011,42.47,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (Managerial positions): Senior and middle management,2012,57.97,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (Managerial positions): Total management,2012,40.88,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (Managerial positions): Senior and middle management,2013,46.59,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (Managerial positions): Total management,2013,36.87,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (Managerial positions): Senior and middle management,2014,46.67,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DOM - LFS - Encuesta Nacional de Fuerza de Trabajo,Occupation (Managerial positions): Total management,2014,35.33,,Repository: ILO-STATISTICS - Micro data processing
Algeria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DZA - LFS - Enquête Emploi auprès des Ménages,Occupation (Managerial positions): Total management,2013,10.61,,Data reference period: September
Algeria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DZA - LFS - Enquête Emploi auprès des Ménages,Occupation (Managerial positions): Total management,2014,9.89,,Data reference period: September
Algeria,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),DZA - LFS - Enquête Emploi auprès des Ménages,Occupation (Managerial positions): Total management,2017,8.36,,Data reference period: September
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Senior and middle management,2010,33.55,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Total management,2010,32.52,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Senior and middle management,2011,43.86,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Total management,2011,40.06,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Senior and middle management,2012,43.23,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Total management,2012,38.47,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Senior and middle management,2013,35.55,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Total management,2013,35.38,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Senior and middle management,2014,35.59,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Total management,2014,34.61,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Senior and middle management,2015,33.32,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Total management,2015,32.91,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Senior and middle management,2016,33.95,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Total management,2016,35.37,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Senior and middle management,2017,35.15,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Total management,2017,34.75,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Senior and middle management,2018,35.26,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Total management,2018,35.66,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Senior and middle management,2019,37.1,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (Managerial positions): Total management,2019,36.44,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EGY - LFS - Labour force sample survey,Occupation (Managerial positions): Total management,2010,13.88,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EGY - LFS - Labour force sample survey,Occupation (Managerial positions): Total management,2011,13.51,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EGY - LFS - Labour force sample survey,Occupation (Managerial positions): Total management,2012,9.73,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EGY - LFS - Labour force sample survey,Occupation (Managerial positions): Total management,2013,7.12,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EGY - LFS - Labour force sample survey,Occupation (Managerial positions): Total management,2015,6.42,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EGY - LFS - Labour force sample survey,Occupation (Managerial positions): Total management,2016,7.11,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EGY - LFS - Labour force sample survey,Occupation (Managerial positions): Total management,2017,6.37,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EGY - LFS - Labour force sample survey,Occupation (Managerial positions): Total management,2018,7.35,,Repository: ILO-STATISTICS - Micro data processing
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2010,27.12,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2010,34.33,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2011,28.1,Break in series: Methodology revised,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2011,29.96,Break in series: Methodology revised,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2012,28.79,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2012,30.21,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2013,29.34,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2013,30.76,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2014,29.4,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2014,30.87,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2015,30.35,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2015,31.38,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2016,30.34,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2016,31.2,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2017,30.91,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2017,30.57,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2018,31.9,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2018,32.14,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2019,33.72,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ESP - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2019,33.23,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2010,38.37,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2010,36.08,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2011,34.63,Break in series: Methodology revised,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2011,35.36,Break in series: Methodology revised,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2012,31.62,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2012,31.79,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2013,32.81,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2013,33.39,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2014,30.84,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2014,32.6,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2015,27.84,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2015,30.72,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2016,31.63,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2016,36.24,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2017,34.33,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2017,38.51,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2018,33.24,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2018,36.07,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2019,35.11,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),EST - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2019,37.16,,Repository: Eurostat special tabulation
Ethiopia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ETH - LFS - National Labor Force Survey,Occupation (Managerial positions): Senior and middle management,2013,21.08,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),ETH - LFS - National Labor Force Survey,Occupation (Managerial positions): Total management,2013,26.52,,Repository: ILO-STATISTICS - Micro data processing
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2010,34.34,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2010,30.45,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2011,31.09,Break in series: Methodology revised,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2011,31.99,Break in series: Methodology revised,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2012,29.67,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2012,29.74,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2013,29.47,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2013,29.64,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2014,34.26,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2014,33.68,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2015,33.49,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2015,33.32,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2016,34.06,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2016,34.14,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2017,31.45,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Total management,2017,31.29,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),FIN - LFS - EU Labour Force Survey,Occupation (Managerial positions): Senior and middle management,2018,32.01,,Repository: Eurostat special tabulation
